,reviews,stars
15,"Первые полгода была полностью довольна им, отлично собирал мусор. Сейчас же перестал так хорошо втягивать. Не такой мощный. Что-то случилось с мотором, наверное. Что делать, не знаю.",1
16,"Здравствуйте, Ангелина! Благодарим за обратную связь. Если вы столкнулись с потерей мощности всасывания у пылесоса, рекомендуем проверить заполненность контейнера, убедиться, что в трубе, шланге или насадке отсутствуют засоры. Также рекомендуем проверить оба фильтра. Они должны быть корректно установлены в пылесосе и очищены от загрязнений. Если рекомендации не помогли, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите в WhatsApp. Наши специалисты работают круглосуточно и всегда будут рады вам помочь!",1
17,"по сравнению со стареньким самсунгом не пылесосит вообще, разочарование… зря потраченные деньги",1
18,"Здравствуйте, Оксана! Благодарим за обратную связь. Если вы столкнулись с потерей мощности всасывания у пылесоса, рекомендуем проверить заполненность контейнера для пыли, убедиться, что в трубе, шланге или насадке отсутствуют засоры. Также рекомендуем проверить оба фильтра. Они должны быть корректно установлены в пылесосе и очищены от загрязнений. Если рекомендации не помогли, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите в WhatsApp.",1
19,"Только при очистке пылесоса увидела, что полностью отсутствует система фильтрации на самом контейнере. Это ооочень обидно и безобразно!!!! Прошу производителя доставить недостающие комплектующие за свой счёт!",1
20,"Здравствуйте! Мы огорчены, что вам пришлось столкнуться с подобной ситуацией. Philips, как производитель, гарантирует, что отправляет в магазин новый товар в закрытой упаковке в полной комплектации. В случае, если вы получаете товар не в полной комплектации, об этом можно заявить через раздел личного кабинета ""Проверка товара"". Если при доставке товара и проверке техники возникла спорная ситуация, вы всегда можете обратиться в службу поддержки магазина WildBerries, а при возникновении вопросов по использованию техники Philips, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите WhatsApp.",1
21,"Пылесос проверять не стала. Пришла домой, он не куя не работает!!!!!! Прошу вернуть деньгу",1
22,"Скорость не регулируется. Приходится наступать ногой на дорожку, чтобы не засасывало.",1
23,Коробка примятая. В подарок не пойдет,1
24,"Сам пылесос возможно и хороший, но проверить его в деле не удалось, так как в комплекте не оказалось металлической телескопической трубки !!! А мы его уже оплатили ! Заявку на возврат уже оформили ! Просьба, вернуть деньги за товар или же заменить на такой же, но в полной комплектации !!! Обидно что такие ситуации происходят ! Это же не маленькая насадка которая могла нечаянно выпасть ! Это большая наверняка увесистая металлическая трубка ! Как ее можно не положить в коробку ?!",1
25,"Здравствуйте! Мы огорчены, что вам пришлось столкнуться с подобной ситуацией. Philips, как производитель, гарантирует, что отправляет в магазин новый товар в закрытой упаковке в полной комплектации. Надеемся на скорейшее разрешение вашего вопроса.",1
26,"К сожалению радость от покупки была не долгой. Мощный пылесос на третий раз просто не включается.. Хотя купили три недели назад,написали заявку, обратно магазин wildberries не принимает товар.. Отказ и обращаться в сервисный центр... Но у нас в городе нет такого центра, а ближайший за 350 км... Дешевле новый купить, чем возить и ждать что скажут эксперты. Вообще, я считаю магазин должен принять товар. Я не просила возврата денег, так как сам пылесос отличный был,пока не перестал работать. Мы бы подождали пока выяснили в чем причина и взяли его обратно.",1
27,"Здравствуйте! Мы огорчены, что вам пришлось столкнуться с подобной ситуацией. Срок гарантийного обслуживания на устройства Philips составляет 2 года. Нам хотелось бы уточнить некоторые подробности по вашему случаю. Пожалуйста, обратитесь на информационную линию поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите WhatsApp, чтобы более подробно описать сложившуюся ситуацию. Наши сотрудники произведут удаленную диагностику и будут рады вам помочь.",1
28,"Спустя 4 месяца, перестал выполнять свою основную функцию, т.е. перестал собирать мусор. Всасывает плохо, мотор перегревается. Гарантия 2 года, что делать?",1
29,Пылесос прислали без гарантийного талона.,1
30,"Здравствуйте! Гарантийный талон входит в комплектацию изделия и заполняется торгующей организацией. Если при покупке он отсутствует или не будет заполнен, вы можете сообщить об этом в поддержку магазина. Однако для подтверждения срока гарантии заполненный гарантийный талон не обязателен, достаточно иметь только электронный чек.",1
31,"Это же насколько нужно не уважать клиентов,чтобы отправить такое!!! Просто жесть!!!Товар весь в каком-то коричневом вещесте,половина комплекта отсутстувет,остальные части в пыли,явно после неоднократного применения.В коробке посторонний мусор.Коробка разорванная,склеянная из другой коробки.Это был последний мой заказ с Валберисе.",2
32,"Не положили одну деталь, и два сменных фильтра.",2
33,"Здравствуйте. Благодарим за обратную связь. Сменные фильтры не входят в комплектацию данной модели (поставляются только с моделью XB2062) и не заявлены в описании товара. Насадка для мягкой мебели должна быть в комплекте. Philips, как производитель, гарантирует, что отправляет в магазин новый товар в закрытой упаковке в полной комплектации. В случае, если вы получаете товар не в полной комплектации, об этом можно заявить через раздел личного кабинета ""Проверка товара"". В случае подтверждения недокомплекта, возврат не будет влиять на процент выкупа. Если при доставке товара и проверке техники возникла спорная ситуация, вы всегда можете обратиться в службу поддержки магазина WildBerries, а при возникновении вопросов по использованию техники Philips, пожалуйста, обращайтесь на информационную линию поддержки. Мы всегда будем рады вам помочь!",2
34,"Упаковано хорошо, как будет в работе посмотрим",2
35,"Здравствуйте! Очень приятно видеть, что вы доверили вопрос уборки в доме именно пылесосу Philips! Желаем вам приятного пользования!",2
36,Гарантийный талон отдайте,5
37,"Здравствуйте! Гарантийный талон входит в комплектацию изделия и заполняется торгующей организацией. Если при покупке он отсутствует или не будет заполнен, вы можете сообщить об этом в поддержку магазина. Однако для подтверждения срока гарантии заполненный гарантийный талон не обязателен, достаточно иметь только товарный или кассовый чек.",2
38,"Когда купили, очень понравился, мощный, легкий. Покупали на новый 21 год, а уже в марте, мощность стала намного меньше, шуметь стал по другому, тише. Проверили, труба не забита. Короче, по моему он сдох. Муж достал старый пылесос. Как как он тянет мощнее.",3
39,"Здравствуйте! Очень жаль, что приобретение не оправдало ваших ожиданий. Будем вам признательны, если вы более подробно опишете эксплуатацию прибора. Мы постараемся разобраться с трудностями, возникшими во время использования и обязательно поможем в решении вопроса. Обратитесь, пожалуйста, на нашу информационную линию поддержки любым удобным для вас способом. Наши специалисты работают круглосуточно и всегда рады вам помочь!",3
40,"Купили в конце ноября 2020.Поначалу работал хорошо,сейчас вообще не сосёт пыль((((Не советую",3
41,"Ужас! Через 4 месяца перестал пылесосить, при использовании раз в неделю. Категорически не советую этот пылесос!",3
42,"Ирина, здравствуйте! Гарантия на наши приборы составляет 2 года. Обратитесь, пожалуйста, в службу технической поддержки компании Philips, наши сотрудники произведут удаленную диагностику и подскажут по дальнейшим действиям. Пожалуйста, обращайтесь в любое удобное для вас время, мы будем рады помочь!",3
43,"Пылесос не был мною получен в пункте выдачи, оказавшись в статусе ""покупки"". На пункте выдачи сказали , что пылесос даже до них не доехал, обещали вернуть деньги в течении 3-х дней. Сегодня 4-й день, денег нет. Прошу разобраться.",3
44,"28.01.2021г. Купила пылесос. Принесла его домой и сразу начала смотреть его в работе! Пылесос оказался сломан! Сказали нужно оформить заявку. Заявку оформила тут же дома,видео сняла, на сегодняшний день она до сих пор «На рассмотрении» номер заявки 179901858. Когда уже будет ответ?",3
45,"Сломался через месяц, очень обидно, двигатель не крутит, подскажите куда обращаться?",3
46,"Были очень рады покупкой, но к сожалению послужил 2месяца и с момента покупки лежит в коробке. Куда обратиться с вопросом ремонта, подскажите пожалуйста.",3
47,"Прошло 9 мес как я купила...Радоваться нечему..шнур от пылесоса уже не втягивается.. Сосёт пылесос уже на двоечку, скрипит.Вобщем за эти деньги можно купить лучше, хотя я очень люблю филипс, но тут прям Китай-Китай",3
48,"Купили пылесос зимой. С первого применения отрывал ковры от пола , а сейчас еле собирает крошки! Не ожидала такого от PHILIPS!!!",3
49,"Как так, заказывал красного цвета, принципиально, приехал белого! В пункте выдачи проверить невозможно! Коробка имеет следы вскрытия, а именно видны боковые порезы канцелярским ножом или лезвием! Упаковочный скотч переклеен! Заклеено только по центру упаковки, без допусков на боковую поверхность! В зазор свободно проникает рука взрослого человека!!! Мало я средств трачу в вашем интернет магазине???",3
50,"Приобрела сегодня. Проверила в деле. Всасывает пыль действительно хорошо. В использовании не удобен. Поднимал ковёр, так что щётка слетала (может кому то это удобно, мне нет). Нет ручки для переноса (ручкой от контейнера лучше не пользоваться, т.к. он и так болтается), тянуть за шланг тоже страшно, колёса какие то не цельные, а половинчатые). Вообщем, всё хлюпкое и не надежное!!! Кто рекомендует данный пылесос, хорошими, видимо, не пользовался!",3
51,"Отличный пылесос. Легкий, маневренный, не очень шумный. Очень хорошо тянет. В чистой квартире, после работы другого пылесоса, собрал ещё целый контейнер мусора. ",3
52,"Пылесос, конечно, мощный, но труба из тонкого пластика, и как коктейльная трубочка заламывается. Соответственно вся мощность всасывания сходит намнёт. Приходится держать рукой(((",3
53,"Марина, здравствуйте! Нам хотелось бы уточнить некоторые подробности по вашему случаю. Пожалуйста, обратитесь к нам на информационную линию поддержки Philips любым удобным для вас способом, чтобы более подробно описать сложившуюся ситуацию сотрудникам. Наши специалисты работают круглосуточно и всегда будут рады помочь!",3
54,"Вот, что отправили вместо пылесоса!",3
55,"В первый же день перестал втягивать шнур..очень обидно( Всё остальное пока работает,но впечатление конечно испорчено.",3
56,"Не ожидала ,что будет таким шумным,,,Очень неудобно очищать емкость от пыли,,,В остальном нормально,,,",3
57,"Слабенький пылесос, только по ламинату и линолиуму, с ковром уже не справится",3
58,"Здравствуйте, Анна! Благодарим вас за обратную связь. Если вы столкнулись с низкой мощностью всасывания у пылесоса, рекомендуем проверить заполненность контейнера для пыли и убедиться, что в трубе, шланге или насадке отсутствуют засоры. Также рекомендуем проверить оба фильтра. Они должны быть корректно установлены в пылесосе и очищены от загрязнений. Хотим добавить, что на ручке пылесоса расположен регулятор мощности, который необходимо устанавливать в закрытое положение для увеличения мощности всасывания, а для наиболее качественной очистки ковра необходимо перевести щетку в положение ""ковер"". Если рекомендации не помогли, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите в WhatsApp. Наши специалисты работают круглосуточно и всегда будут рады вам помочь!",3
59,"Пылесос хороший, работает отлично!!!! Доставлен целым и ждала недолго, но не затягивается шнур, очень раздражает, за это минус две звезды",3
60,"Здравствуйте, Татьяна! Благодарим вас за обратную связь. Шнур может плохо затягиваться в следствие его перекручивания. Для наилучшего затягивания шнура, рекомендуем расправить его и резко потянуть на себя, затем нажать на кнопку активирующую сборку шнура. Если рекомендации не дали результата, пожалуйста, обратитесь на информационную линию поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите WhatsApp. Наши специалисты работают круглосуточно и будут рады помочь!",3
61,"После 15ти летней эксплуатации FC9176 Performer в этом неудобно очень много! Тонкий жёсткий пластик корпуса, ( каждый раз снимая контейнер, ожидаю скола и повреждения который не даст нормально работать уже)., страшное качество фильтров, неудобная ручка, нет пульта на ручке, очень короткий провод. Труба снизу не удобна в маневренности и при поворотах.щетка хлипенькая... Короче бюджет бюджетный. Брали в подмогу роботу на случай быстрых спасений. Пока справляется ,благо нужен не часто. Но кто любит комфорт и долговечное беспроблемное использование, лучше выбрать модель постарше.",3
62,"Не посмотрела на пункте   выдачи- оказалось, болтается металическая часть , куда крепятся насадки ( выдвижная) очень некомфортно(( . Хочу заменить. А так да, действительно всасывает на ура . ",4
63,"Очень шумный, пластмасса очень воняет. Пользоваться можно только при открытом окне.",4
64,"Здравствуйте! Мы огорчены, что вы столкнулись с подобной ситуацией. Иногда при первом использовании прибора может возникать посторонний запах. Это не является неисправностью, запах, как правило, исчезает через несколько применений. Запах пропадет за короткий период времени естественным образом или при включении изделия. Если у вас возникнут какие-либо вопросы по нашей технике, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите WhatsApp.",4
65,"Купили пылесос, начали пылесосить, греется. В инструкции указано, что фильтра два, а в упаковке был один, который уже вставлен в пылесос. Дополнительной коробочки с фильтром не было. И не увидела гарантийный талон. Посмотрим, как будет работать. Действительно мощный, но кнопки регулировки мощности нет",4
66,"Пылесосит хорошо, но тогда когда захочет включиться. Чтобы заработал надо трясти, наклонять , просто ждать, потом включается, так же внезапно выключается. Теперь надо в сервис тащить, дополнительное развлечение.",4
67,"Здравствуйте! Гарантия на нашу технику составляет 2 года с момента приобретения. В случае возникновения неисправностей, пожалуйста, обратитесь в службу технической поддержки компании Philips, наши сотрудники произведут удаленную диагностику и сориентируют в дальнейших действиях.",4
68,У пылесоса не втягивается шнур. Пришлось отказаться.,4
69,"Здравствуйте. Мы огорчены, что вам пришлось вернуть товар. Надеемся, что это не повлияет на ваше отношение к нашей компании Philips.",4
70,Не могу оценить очень греется при работе даже нагревается шнур что делать?,4
71,"Здравствуйте! Мы огорчены, что вам пришлось столкнуться с подобной ситуацией. Срок гарантийного обслуживания на устройства Philips составляет 2 года. Нам хотелось бы уточнить некоторые подробности по вашему случаю. Пожалуйста, обратитесь на информационную линию поддержки Philips любым удобным для вас способом, чтобы более подробно описать сложившуюся ситуацию. Наши сотрудники произведут удаленную диагностику и будут рады вам помочь.",4
72,Товар пришёл с деформацией коробки,4
73,Пылесос не ВАУ из больших минусов для меня его не удобно держать в руке- посмотрите на фото. Нет ручки на самом корпусе и провод тонкий как светильника какого-то. Из плюсов удобный контейнер.,4
74,"Пылесос хороший , мощный . НО ! В коробке не было одной насадки ( для мебели ,от шерсти животных ) очень обидно !!!за это снижаю звёзды",4
75,"Мощный пылесос, реально мощный. Покупал маме, тяжело пылесосить, физически тяжело, забрал себе. Минус- нет регулятора мощности. Для крепких физически рекомендую, только дорожки прибивать к полу сразу, инаще засосёт)",4
76,"Шланг вылетает из пылесоса. Невозможно везти за собой. Как быть? Либо брак, либо что-то недопонимаем, либо механизм такой хлипкий",4
77,"Мария, здравствуйте! Мы бы хотели более подробно разобраться в данной ситуации. Гарантия на наши приборы составляет 2 года. Обратитесь, пожалуйста, в службу технической поддержки компании Philips, наши сотрудники произведут удаленную диагностику и подскажут по дальнейшим действиям. Пожалуйста, обращайтесь в любое удобное для вас время, мы будем рады помочь!",4
78,"Пылесос ну очень шумный, двигатель сильно греется, механизм сматывания шнура слабомощный, щелевидная насадка очень короткая. Из плюсов: мощность, длина шнура 6 метров. По сравнению со старым Электролюксом-рядом не стоял.",4
79,"Добрый день! Заказ пришел быстро. Сам пылесос работает хорошо. Но упаковка была вскрыта и отсутствует одна насадка - для уборки в труднодоступных местах. Не знаю скажется ли вскрытая упаковка на дальнейшую работу пылесоса, но в остальном все соответствует описанию.",4
80,"Мощность хорошая, тянет прилично! Шнур коротковат конечно. И сама пластмасса из чего сделан корпус хлюпенькая.",4
81,В наличии нет одной насадки .,4
82,"Здравствуйте! Благодарим вас за обратную связь. Если вы не смогли обнаружить маленькую щелевую насадку, то проверьте, пожалуйста, под решеткой выходного фильтра с задней части устройства. Там расположен небольшой отсек, в котором находится щелевая насадка.",4
83,Сосет хорошо) не хватает только регулировки всасывания,4
84,"Неприятно , заказала за 6400, а сейчас 5900",4
85,"Сосёт отменно, мощно. Немного хлипкий корпус.",4
86,"Очень удобный и качественный пылесос, сила всасывания на 5+. Единственное, что не учла при выборе пылесоса - регулировки силы всасывания нет(",4
87,"Слишком большая мощность, не оторвать от ковра !",4
88,"Оооочень мощный пылесос!!! Из минусов, сложно отрегулировать мощность, т.е на ручке не выключается совсем....а так в принципе не плохой, 4 звезды из-за регулировки....",4
89,"Сниму звезду за коробку,состояние конечно такое себе,а вот пылесос отличный,мощный и как пишут девочки""откуда столько грязи?😅"",шнут длинный,для меня не шумный.",4
90,Шумноват. Нет регулировки мощности,4
91,Замечательный товар. Вопрос запасной фильтр должен быть? Все работает.,4
92,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Дополнительный фильтр не входит в комплектацию. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",4
93,"Стильный, небольших размеров, мощный. Провода хватило на 1 Ком. Кв. Приобрела по хорошей скидке за 6300₽. Единственный , на мой взгляд, минус- пылесборник. Его не достаточно просто вытряхнуть, его обязательно промывать, ( а после просушить) так как мелкая пыль видна. Для ежедневной уборки слишком неудобно.",4
94,"Пылесос хороший, хорошо сосёт, мощный. Но есть один минус, нет ручки для переноса пылесоса.",4
95,"Здравствуйте, Яна! Благодарим за высокую оценку нашего пылесоса. Хотим заметить, что на корпусе пылесборника находится ручка для переноса устройства. Желаем хорошего дня и приятного использования!",4
96,Пылью пахнет,4
97,"Здравствуйте, Елена! Благодарим за обратную связь. Нам очень жаль, что вы столкнулись с такой ситуацией. Мы рекомендуем проверить оба фильтра и контейнер для пыли. Они должны быть корректно установлены в пылесосе и очищены от загрязнений. Если рекомендации не помогли, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите в WhatsApp. Наши специалисты будут рады вам помочь!",4
98,"Пылесос очень мощный, покупкой довольна, но почему нет ручки, удивлена!",4
99,"Супер мощный. У кого ламинат и ленолиум рекомендую. Минусы только в том, что нет регулятора мощности на ручке. Палас и дорожку пылесосить проблемно, приходиться в буквальном смысле отрывать от паласа)) (за эти недочеты поставила 4 звезды) но в остальном просто идеально 👍 Всё соответствует заявленному в описании. Доставка до столицы Республики Коми была супер быстрой, на несколько дней раньше заявленной даты. Очень печально что доставка доступна не во все регионы. Продавца и товар рекомендую 👍",4
100,"Пылесос просто пушка, особенно если у Вас есть животные. Лёгок в применении, тяга прекрасная👍🏼",4
101,Здравствуйте! Благодарим вас за выбор пылесоса Philips. Желаем приятного использования!,4
102,"Хороший миниатюрный пылесос, единственный минус очень громко работает, а так пыль сосёт хорошо",4
103,"Пылесос хороший, мощный, отлично собирает пыль. Минус 1 звезда за то, что шумный, ручка пылесоса на стыке немного шатается.",4
104,"Пылесосит хорошо, но ОЧЕНЬ плохо, что без верхней ручки. За боковую совсем неудобно таскать. И еще минус: после того, как пылесос не нужен, вставляем шланг с трубой перпендикулярно пылесосу. Для этого сзади есть отверстие, а ответная часть на щетке. Так вот, это отверстие совсем не держит металлическую трубу со шлангом, того и гляди вся эта конструкция упадет.",4
105,"Не знаю на сколько проработает ,сказать не в восторге",4
106,"Мощный, но шумный оочень. Какой то гул во время работы с ним, непонятный звук издаёт . Насадки 3 штуки в наборе. Дизайн 👍🏻. Доставка👍🏻.",4
107,"Шумит очень, не регулируется мощность всасывания ☹️. Чистит хорошо, очень удобно без мешка, но если бы была возможность уменьшения мощности, было бы совсем хорошо по такой цене! ",4
108,"Товар хороший. На свою бюджетную цену тянет. Пылесосил машину, обшивку в салоне, думал не оставит песка. Но увы не такой он и мощный, поверхностно, пылесосит. А всякая мелочь и не думала удалят ться. А для бытовых нужд самое то. Т. е. это пылесос от которого не стоит ждать ВАУ! Мощно!!! За 6400 можно взять, но не 8000 и более.",4
109,"Среднечок, легкий, малошумный, пылесосит на 3. Огромный минус это отсутствие ручки для переноски, приходится за шланг тащить по полу🤨",4
110,"Здравствуйте! Благодарим вас за оценку. Хотим отметить, что ручка для переноски находится на пылесборнике. Мы хотели бы уточнить некоторые подробности по вашему случаю. Мы постараемся разобраться с трудностями, возникшими во время использования, и помочь вам в решении вопроса. Пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите в WhatsApp. Наши специалисты будут рады вам помочь!",4
111,Хороший пылесос,4
112,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,4
113,"Из плюсов - цена и мощность. Из минусов - нет ручки сверху и хлипкое крепление крышки пылесборного стакана (может отломиться, думаю, быстро).",4
114,"Пылесос вообщем понравился, мощность высокая, на линолеуме пыль собирает отлично, даже пол можно и не мыть, а вот с паласами проблемка, присасывается так сильно что приходится отдирать, если только палас гвоздями приколачивать😛. Зверь. Первый день в использовании.",4
115,"Сосет хорошо, достаточно мощно.Пока только один минус - дешёвое качество провода.",4
116,"Просто супер, снимаю одну звёздочку за коробку",4
117,"Пылесос взяли, но! С такими вещами надо аккуратнее обращаться сотрудникам ВБ, помят гофрированный шланг, у крышки колеса сломана часть держателей этой крышки. Цена приемлемая и работает неплохо.",4
118,"Здравствуйте! Мы огорчены, что вам пришлось столкнуться с подобной ситуацией. Хотим сообщить, что в случае, если вы получаете товар ненадлежащего качества, об этом можно заявить через раздел личного кабинета ""Проверка товара"". Если при доставке товара и проверке техники возникла спорная ситуация, вы всегда можете обратиться в службу поддержки магазина WildBerries, а при возникновении вопросов по использованию техники Philips, пожалуйста, свяжитесь с центром информационной поддержки Philips любым удобным для вас способом, например, через социальные сети VK, Facebook или напишите WhatsApp.",5
119,"Пластик очень хлипкий, не понравился",4
120,"Пылисос хороший , компактный, аккуратный. Не включала. Укомплектован хорошо. Все было на месте , как написано в описании. Единственное, что было обидно. Плохо шнур наматывал( т.е. я вытащила шнур на всю длину , нажимаю кнопку..... он намотал ,а полтора метра шнура торчит. И в ручную даже не запихоешь.) Обидненько....",5
121,"Пылесос отличный, мощный. Но не хватает ручки для переноса.",4
122,"Проверку прошел, будем смотреть как в работе",4
123,"Пылесос хороший. Мощный, пыль собирает в два счета и линолеум поднимает))) Напрягает шнур: слишком тонкий, нагревается при работе, не заматывается в отсек, приходится «помогать» подталкивать. Телескопическая труба удобная, но шаткая.",4
124,"Хороший бюджетный пылесос за 5,396. В первое использование был запах пластика и после соприкосновения с ручкой у меня началась аллергия на ладонях.",4
125,"Здравствуйте! Мы огорчены, что вы столкнулись с подобной ситуацией. Мы крайне внимательно относимся к вопросам безопасности наших клиентов, поэтому, пожалуйста, обратитесь на нашу информационную линию поддержки Philips. Наши специалисты обязательно вам помогут.",4
126,"Пылесос отличный,всасывает классно,но шумит",4
127,"Пылесос хороший, малошумный, хорошо работает. сняла одну звезду - неудобно брать или переносить, нет никакой ручки, только тащить за трубу для всасывания.",4
128,Соответствует цена качество можно брать.,4
129,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
130,"Мне не очень понравился, мощность не особо хорошая по сравнению со старым пылесосом, мусор убирает не особо тщательно! Но за эту цену сойдёт! Пожалела что не купила 2400 мощность!",5
131,"Пылесос всасывает очень хорошо,минус очень шумно работает",5
132,"Здравствуйте! Очень приятно видеть, что вы доверили вопрос уборки в доме именно пылесосу Philips! Хотим отметить, максимальный уровень интенсивности звука составляет 82 дБ, что соответствует всем применимым стандартам и нормам. Желаем приятного использования!",5
133,"не идеальный, но норм за 6 200.",5
134,"В эксплуатации полгода. Всё устраивает - мощный, компактный. Единственный минус - сильно греется.",5
135,"Здравствуйте! Очень приятно видеть, что вы доверили вопрос уборки в доме именно пылесосу Philips! Желаем вам приятного пользования!",5
136,"Отличный пылесос,свои функции выполняет на 5+!) -1 балл за то,что отсек доя сбора были сидит не очень плотно(болтается),может у меня одного такая проблема?!?!?!🤷‍♂️",5
137,"Добрый день! Благодарим за высокую оценку пылесоса Philips. Для устранения этой проблемы рекомендуем закрыть отсек для сбора пыли до щелчка. Если проблема не исчезнет, пожалуйста, обратитесь к нам на информационную линию поддержки любым удобным для вас способом. Наши специалисты работают круглосуточно и всегда будут рады ответить на любые вопросы!",5
138,"Очень мощный,но шумный.Пропылесосить коврики невозможно,так как присасывает их, а регулировка мощности на ручке пылесоса не помогает.",5
