,reviews,stars
93,"Отличный пылесос, лёгкий, компактный, прекрасно пылесосит. Очень довольна покупкой👍",5
94,"Хороший, мощный",5
95,👍👍👍🤟🤟🤟🤟🤟🤟👏,5
96,"Пылесос очень мощный, не ожидала. Покупкой довольна.",5
97,"Здравствуйте, Елена! Спасибо за обратную связь. Желаем приятного использования!",5
98,"Плюс этому пылесосу жирнющий). Был пылесос сухая и влажная уборка. Всегда убирала только влажный, вот это сиё чудо сломалось и слава Богу. Когда начала сегодня пылесосить новым пылесосом, просто в шоке была от того сколько он собрал. Получается, что все эти пылесосы с влажной уборкой полное г... Пылесос ваш супер, ни сколько не пожалела, что приобрела именно этот пылесос. И что самое главное, телескопическая труба настолько длинная, что подойдёт людям с очень высоким ростом. Качество пластика на высоте, не хлипкое, пылесос сделан на совесть. Спасибо большое.",5
99,Очень классный пылесос. Так здорово пылисосит. Это после одной комнаты хотя в субботу старым полисосом все убрали 🤔,5
100,"Здравствуйте, Людмила! Спасибо за обратную связь. Желаем приятного использования!",5
101,"Пришёл целый, без повреждений всё в комплекте Проверил, сосёт просто супер, собирает шерсть и прочий мусор, легко моется В общем доволен как слон)",5
102,"Здравствуйте, Игорь! Благодарим за обратную связь. Очень приятно видеть, что вы доверили вопрос уборки в доме именно пылесосу Philips! Желаем приятного использования!",5
103,Пылесос Кдасссс! Настоящая зверюга.!,5
104,"Здравствуйте, Елена! Благодарим за обратную связь. Желаем приятного использования!",5
105,Пылесосом отличный,5
106,"Здравствуйте, Владимир! Благодарим за обратную связь.",5
107,"Недоооценивала важность пылесоса в доме, сейчас пропылесосила им чистый матрас, пыль на фото с него. Я приятно удивлена работой этого зверя, он собрал столько много пыли, уже неделю пользуюсь и неделю хожу радуюсь, всем рекомендую эту модель сочетание цена качество просто на высоте. Дизайн нравится, пластик хороший, достаточно легкий и хорошо что небольшой,",5
108,"Отлично пылесосит, лёгкий.",5
109,"Всё нормально работает! Сосёт, как и заявленно!)",5
110,"Мощный зверюга!!! Как купили, сразу испытала, пыль засасывает вместе с ковром!",5
111,"Очень мощный пылесос, на 5+! Единственный минус этого пылесоса то, что у него нет ручки для переноса, неудобно",5
112,"Пришло все в полном комплекте, пылесос мощный, что мне и надо было для ворсовых паласов. Спасибо .Надеюсь прослужит долго. Из минусов , как и ни раз было написано неудобно расположена ручка, ну и для меня , что не снимается полностью крышка с контейнера при мытье, а просто открывается на 90градусов. Боюсь сломать случайно.",5
113,"Мощный, даже удивились сколько пыли собрал, СУПЕР!",5
114,"Упаковка целая. Работает хорошо. Сила большая. Хотелось бы, чтобы подольше поработал.",5
115,"Заказ пришёл быстро, 2 дня. Упаковка целая, не мятая, все хорошо. Спасибо Вайлдберис. Что касается пылесоса: ОГОНЬ 🔥 , зверь просто. Сегодня забрала и придя домой пропылесосила, и о ужас!!!! 😱 откуда столько грязи он нашёл?ну мощный мощный, что сказать 👍. Срок гарантии 2 года, не то что у многих только год. Трубка телескопическая выдвигается прилично, с учетом того что у меня рос 180 см, даже мне лишнего, я ее выдвинула не на всю длину. По этому для высоких людей, самое то. Надеюсь прослужит долго. Спасибо Филипс !!!",5
116,"Мне очень понравился пылесос ! Искала именно мощный, так как у меня большая собака , волос много, пылесос справляется на ура! Реально чуть линолеум не поднимает 😄😄 Пришло все хорошо упаковано , все работает , доставка 2 дня 👍👍👍",5
117,"Я в шоке, как было грязно у меня дома!!! При том что убираюсь каждый день. Пвлисос огонь!",5
118,"Очень Довольны покупкой, вытягивает были даже из под ковра. При этом не сильно шумный. Ещё и за такую цену. Рекомендую к покупке доставили быстро всё аккуратно запакована",5
119,Тянет хорошо как в работе дальше себя покажет посмотрим,5
120,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
121,"Это не пылесос, это зверрррюга😁👍 Мощный, поднимает не то что ковры, он мне линолеум на кухне поднял!!! Я очень довольна покупкой и тем более за такую очень приемлемую цену! Рекомендую настоятельно!!! Берите не пожалеете! Спасибо производителю и магазину😘",5
122,"Хороший пылесос, как пришла сразу проверила, реально подымает ленолиум, советую.",5
123,"Спасибо wildberries за доставку - пылесос пришел в заводской упаковке, всё в комплекте. При первом включении -нет нареканий, работают все режимы. Одно смутило - нагревается. Но видимо это в норме (прочитала в вопросах). Буду надеяться, что на этом мои опасения и закончатся)). Рекомендую к покупке.",5
124,"Нормальный пылесос за свою цену. Видно , что пластик дешёвый… удобный и легкий сам по себе",5
125,Никто ещё так не сосал!,5
126,Пылесос мощный не смотря на свою компактность 👍🏻,5
127,"Первую проверку прошёл. Поднимает ковровые дорожки. Собрал столько пыли,что все были в шоке! В пункт выдачи пришёл новый,коробка ни разу не открывалась. Комплект полный!",5
128,Хороший пылесос. Мощный.,5
129,"Хороший пылесос. Брали сначала маме, а потом и папе заказала.",5
130,Соответствует описанию,5
131,"Пылесос супер! 👍Сосёт отлично)) не очень шумный, пылесборник довольно большой. Меня всё устроило.",5
132,Маленький -да удаленький!,5
133,Просто пушка,5
134,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
135,"Пылесос не большого размера и это плюс для маленькой квартиры. Всасывает нормально, пока претензий у меня нет. По цене выгоднее чем сдесь не нашла.",5
136,"Пылесос работает отлично, очень мощный. Недостатков не обнаружили. Всё соответствует описанию. Упаковка целая.",5
137,Пылисос работает мощный,5
138,"Очень хороший пылесос, довольны приобретением",5
139,"Отличный пылесос. Мощный. Удобно, что можно мыть фильтр после уборки. Рекомендую 😍",5
140,"Покупка полностью устраивает, качество просто супер",5
141,"Пылесос пришёл за 3 дня, очень хороший, рекомендую",5
142,Хороший пылесос!,5
143,"СУПЕРСКИЙ!!! Берите - не пожалеете! Компактный, три режима, чистит на ""УРА""! Собрал кучу пыли после вчерашней уборки стареньким LG ..",5
144,Машина ЗВЕРЬ!!!!! Очень понравился!!!,5
145,"Отличный пылесос за такие деньги! Все то, что надо и ничего лишнего.",5
146,Все понравилось,5
147,Пылесос отличный. Мощный.,5
148,"Даже лучше, чем ожидалось",5
149,"Пылесос супер! Не сильно шумный, бывали и похуже. Ковры, линолеум, все пропылесосил на ура! На фото то, что он собрал после ежедневной уборки веником на протяжении последних двух недель.",5
150,"Пылисос, пришёл вовремя, все в комплекте присутствует. Испробывали, работает супер!!!",5
151,"Супер пылесос! Зверь- машина! Мама очень довольна,живёт в частном доме,кошка и собака,собирает шерсть и песок идеально! Рекомендую!",5
152,"Очень хорошо почистил диван диван ,пыли просто вал ,хорош в обработке вытряхнул промыл просушил и готово",5
153,"Доставлен быстро. Упакован хорошо. Тяга что надо. Всасывает весь мусор и шерсть, и песок.... Не очень шланг удобный, жестковат...",5
154,Бомба!!!!!,5
155,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
156,"Упаковка целая,проверила дома и сразу пропылесосила.Очень мощный.Я удивленна) Шумноват...но главное -мощность!!",5
157,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
158,Сосет мощно.доставка день .,5
159,"Отличный !!! Шерсть от кролика собирает на ура! Мощность можно регулировать на трубке , выбрасывать мусор удобно. До этого был сам****г... по качеству не сравниться ;( хотя по стоимости примерно одинаково. Этим пылесосом очень довольна!",5
160,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
161,Понравился,5
162,"Упаковка без дефектов, све насадки в комплекте, мощностью довольно немного шумновато а так све отлично",5
163,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
164,"Спасибо продовцу за такой классный полисос, очень я в восторге, мощно полисосит аж поласы поднимает, пришло все оккуратное упаковано. Спасибо!",5
165,Тестируем но первые впечатления отличные,5
166,"Посылку получили, работает отлично",5
167,"Пылесос просто бомба! Присасывает ковры, недорогой, компактный, симпатичный. Очень понравилась тонкая щётка для шерсти). Надеюсь, прослужит долго.",5
168,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
169,"Хороший пылесос. Покупкой довольна. Поднимает аж ковры, тихий, но нет регулятора мощности! Причем отлично убирает и на ковровых дорожках и обычных паласах тоненьких. К покупке рекомендую.",5
170,"Отличный пылесос ! Убирает все , аж ковры поднимает !",5
171,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
172,"Хороший пылесос. На ручке ползунок выбираете режим пол, ковер, диван. Относительно бесшумный. Удобный, простой в эксплуатации. Рекомендую. Спасибо. Я довольна.",5
173,"Отличный пылесос, хорошо тянет и достаточно тихий. Нет регулятора мощности, но это не страшно. А вот ручки прям очень не хватает.",5
174,"Мощный, рекомендую",5
175,"Пылесосом очень довольна! маневренный, всасывает очень мощно, компактный, приятный в использовании.",5
176,"Мощный, красивый, не слишком шумный 👍",5
177,"Взяли в подарок, надеемся , что порадует хорошей работой.",5
178,"Людмила, здравствуйте! Нам очень приятно, что вы выбрали пылесос Philips в качестве подарка! Желаем получателю подарка приятного использования!",5
179,Отличный пылесос.,5
180,Супер! Оч мощный!,5
181,Пришёл быстро. Хорошо упакованы все детали. Пылесосит хорошо,5
182,Действительно качественный и по мощности👍 + 2 года гарантии👌,5
183,"Нам повезло! Пришел совершенно новый, никто не открывал. Все целое и в комплекте. Отличный пылесос👍🏻, мощный, легкий, удобный👏. Столько пыли и волос собрал…не ожидала 😳. Очень нравится, что без мешка для сбора пыли, высыпал в пакет и выкинул. Пока впечатления от пылесоса отличные!",5
184,"Пылесос хороший, мощный. Пользуемся три месяца - без нареканий.",5
185,Пылесос просто чудесный. Очень мощный и компактный. Рекомендую,5
186,"Уже почти год прошёл с покупки, все отлично работает.",5
187,Пылесос просто пушка😀 очень довольна,5
188,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
189,"Все отлично! Пришёл на следующий день, первая уборка прошла на ура😋",5
190,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
191,"Замечательный пылесос, лёгкий, маневренный, не шумный, мощный. Я очень довольна покупкой",5
192,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
193,"Пылесос работает как зверь, чуть ли не с ковром засасывает. Спасибо большое!",5
194,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
195,"Мощный пылесос, смотрится здорово и занимает мало места. Покупкой довольна на все 100",5
196,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
197,"Пылесос отлично работает,покупкой довольны)",5
198,"Ну прсото огонь!! Такое ощущение, что он собирает пыль даже под ламинатом. Прошла одну комнату и просто офигела, сколько он собрал пыли. Шума на самом деле меньше, можно пылесосить теперь хоть ночью)",5
199,"Пылесос хороший,нам понравилось.Мы довольные🤙🤙🤙",5
200,"Пылесос классный. Я покупкой очень довольна. Согласна с предыдущим коментатором, что пылесос зверь.",5
201,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
202,Отличный пылесос! Единственное показался выделяет запах нагретой пластмассы. Очень мощный! Что смог вытащить из моего дивана глазам не поверила! Однозначно рекомендую. Отдельное спасибо магазину за доставку 1 день! И цену! Ниже чем где либо!,5
203,"Хороший пылесос, для дома. Справился , тем , что нужно собрать шер ть крупной собаки и кота. Рекомендую.",5
204,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
205,Пылесос просто огонь,5
206,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
207,Хороший пылесос.,5
208,Здравствуйте! Благодарим вас за выбор продукции Philips. Желаем приятного использования!,5
209,Хороший телефон,5
210,Соответсвует описанию! Плавно запускается! Огонь аппарат 👍,5
211,"Добрый вечер! Покупкой остались довольны. Пылесос пришёл на следующий день после заказа. Хорошо упакован, все в пленке, никаких нареканий. Благодарю за оперативную доставку.",5
212,"В целом хороший,очень сильно втягивает, что пол не удобно пылесосить,тяжело водить, не то что ковер,из минусов показался шумноват.",5
213,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
214,"Покорил сердце. В первый день покупки пропылесосили все, что только можно было пропылесосить, в процессе испугали котов (до сих пор обижаются) и примерно сотню раз в секунду благодарили производителя этого чуда. Покупкой более чем довольны. Чистый восторг.",5
215,"Здравствуйте! Нам приятно, что пылесос Philips пришелся вам по душе. Уверены, что он еще не один год будет для вас незаменимым помощником. Желаем приятного использования!",5
216,"Пришел быстро, работает хорошо.",5
217,Хороший пылесос. Рекомендую.,5
218,Пылесос огонь. Моему счастью нет предела.,5
219,Отличный пылесос !!!,5
